id,is_iceberg
f23a3b95,0.802111
680039dc,0.9999737
93028e53,2.2765737e-12
22a16932,0.027002396
7d8126d2,2.3236358e-13
ba2ecd75,2.1789174e-05
8071bdd7,0.9995837
96d5aeee,1.2411904e-25
154be68f,0.96120405
d8c2bfe2,0.97070754
f76d47b0,0.9258177
0e781ade,2.0976122e-14
13cf6060,7.311568e-27
cd99f710,0.9999531
d10005bb,1.0
3a31445f,1.0
3157202d,1.0
6ee64703,0.48520115
e5de8685,3.2889133e-08
02cc70ba,1.043479e-08
50984a87,0.0021433013
fa94957a,0.9999981
eab406b4,0.9572041
3ad39398,0.99633676
9ecf3802,0.99856603
6048ae7b,1.7994821e-09
9dc68871,7.399979e-21
13701465,9.099025e-09
8d8779f3,2.8475412e-22
0712f269,0.0691505
722c2597,7.7726337e-16
478a2b08,0.9999001
38f5fb41,1.0
c52ad74d,1.0
0c85fd09,1.4766888e-28
f1582cba,0.9967597
ff836697,0.97587985
ddfe4802,0.3915644
3cef3bc7,0.99620503
6a21542b,1.0
150e23c4,1.0
078c6d99,0.99999094
1dcd1dc3,2.4015753e-16
39967e45,0.35408723
6b6333aa,4.2111933e-19
4ae61433,0.98388326
f96362e0,7.1255727e-06
97a88aac,1.0044173e-12
427ae8ce,0.8859163
209d4b15,0.99998266
64b453bd,1.049912e-30
0f5a484e,0.999999
5ac74969,0.97794193
736ed43e,0.61230516
8533795f,0.046038207
f5b54fb6,0.14647534
6eb4c041,0.06041716
97afdf42,0.00010014572
1bb488db,1.0
f132e44d,1.7954186e-25
d3c2f140,0.9995015
1756794d,0.9999999
9efcc11f,1.5555705e-28
14c966cf,0.58970207
59cfe4d1,0.12377056
883151f4,3.0606604e-28
34c4c9ff,0.91984177
70b4c2eb,0.9998426
96a337d9,0.999993
7fe89ffa,0.98144925
057c7a22,0.0
451cc057,0.0045925593
05076700,2.3635377e-18
dc52f6c1,1.8563039e-06
b03a59f9,1.666733e-09
129ed4b0,0.9877022
fb611563,1.0
ac32e6f1,0.99999994
c05c5ab0,0.99999976
3163d5ed,0.00014355565
02096ca4,1.0
e92496c0,8.0926145e-19
1a9e2c50,0.99742866
0864e334,0.94200987
d976faeb,0.9975225
1d7b342f,0.75727165
281bc1ea,1.129153e-30
bea9f0cf,0.021011366
f4afa0e6,0.0
e1b5ef69,0.113485314
b50539fd,2.1166361e-08
2a8c9c15,0.87821484
157ebb0c,0.99999994
247d3614,2.2599015e-26
0c6cc0cb,0.00023020165
aae88d39,0.9934955
0c77b464,1.4909735e-15
963cf5ea,0.86560774
1b371d8b,0.9525062
225bc00f,4.3157677e-10
bc0a4eec,0.07116686
1099782e,0.99846536
a18feadd,0.9999982
ad7f4932,1.9212691e-20
5f8f831e,0.09166032
b5167c35,0.010697225
0230b06d,0.9767551
f8d7f7ba,0.9972101
08bd1053,4.751323e-13
58e4dc8c,5.637991e-20
4793ce8e,0.91413945
304caab4,0.0
f2ee6d7f,0.001180287
e1f9c0e4,2.6148472e-09
8e40401c,0.9819483
5d9eaba2,0.9977998
55e7562c,3.841715e-11
9da6cb4b,5.597674e-15
c3c1c8ec,7.035965e-22
3b38698e,1.3653024e-09
6c9eb909,0.011428792
482a3d1d,1.0
0e9918f0,0.999841
ef894fd2,4.1812297e-18
4b82e7f7,1.0
b9cdd7fb,1.1085573e-12
94a496f4,0.9993677
995eacae,0.65025413
41b02e58,0.9999942
69f04617,0.72601
c889a03c,0.99996674
91f98acf,0.99999946
9135c19f,0.9999845
1f0e9c09,2.8760517e-17
260d6e8e,1.1551657e-18
46334397,2.1791016e-13
f34ddf31,4.744524e-16
4d6177d7,0.99571025
76a57270,0.9488193
217b8cea,0.8766186
9a45a566,1.8238252e-17
1b55c75e,0.0
7bd92ec6,1.0
6c409f41,0.9298937
df3e48eb,1.7671963e-13
62723e57,2.53051e-23
b8e627bf,0.81701803
86bb5d85,0.9999568
77e5034c,0.7630569
607079e5,0.3751703
96879fb4,6.527577e-11
6afe606d,0.9419735
4129802f,0.9954519
a42300ef,0.9703764
1af842f5,0.99999976
3fe57d78,1.0
f4e60ed5,0.99999726
68c8337b,0.98257756
914ed5b5,0.6597209
a6bb5987,0.9953262
c781c439,0.99980015
47a1a25e,0.2925207
80ea0713,0.9975863
a9d001bc,0.020841781
f94d098a,0.00012293491
3e230e0e,1.9098068e-06
24afa485,1.0
bc37db7f,0.7618045
83f99e4d,1.3306207e-13
1a8d86f7,0.21197599
38136419,0.27497733
d393e637,0.9022737
36902570,1.0
327f7b25,1.0
3f8543c6,7.596515e-05
a0d42a70,0.35418856
e07ba430,0.9928313
c6e53803,0.7995069
fec4dad8,0.14132398
933fc5ba,0.28100628
c27eda4e,0.99999803
9b94d2c2,5.3029264e-15
a2dbdb31,0.99036413
816258dd,0.99978733
81f11218,0.99991053
c4bd9d04,1.0
c6ce9bf9,0.13887554
a7b3cc29,8.727378e-09
527870bf,0.999981
9af26068,1.0
0b591e70,0.99999213
2b1e57c5,8.6600073e-07
194db786,0.9828857
e09ba644,1.0
fa2ed3e5,0.9996609
1ba92726,0.99999994
8c8f45b4,8.607573e-28
f8889f44,1.0690366e-06
598e255b,3.100464e-07
45f1aa7a,0.8315036
022956a3,6.451686e-23
d406064d,0.30228978
76617947,5.2126325e-30
d0e5dccb,0.9999959
33271da6,1.3621645e-14
0840e2b1,0.5084283
521a9f4d,0.99558455
7286b1dc,1.2541271e-09
5b6acc2d,0.9999971
e034cd34,1.1971958e-21
46577660,0.99999994
bb4d6f24,1.0
bfc7a3f2,0.11861643
abc66be8,5.845671e-05
3627189f,1.0
e49a77f6,0.7053257
a209d7ee,1.4142764e-09
dee69cf6,0.97332716
9a6261a0,0.9961961
a8e444c6,1.2758338e-21
a6a66a28,0.9976554
db7022ff,4.895693e-07
0dfb45d9,0.21993704
81c983aa,5.7825525e-37
a98fb5e1,0.99989295
99e004d7,0.999997
d16e5fbb,9.8854e-20
3c352f9e,0.047627304
12202699,4.9238803e-12
86af0236,0.0001581398
f3703e6f,0.99946016
4a71dc34,0.8847539
321edcdc,0.99943066
e365a657,0.99999106
45755c9c,2.1959715e-12
873b0829,0.971713
72ccd009,0.99999964
205243d9,0.99845886
d9202f36,1.0
9d0c30b0,0.999874
56644ace,2.7870075e-09
c63f527f,0.99999577
bb84b9bd,0.9998049
6f68caf0,0.9999039
8492119b,9.7565775e-05
71bde48d,0.9999901
d2d6e2ba,0.8734859
6f4b309c,0.01130233
b3cc5ba3,0.9945863
fee39547,0.84759855
4893137a,0.9999999
e283c4c4,6.3716333e-16
25bac62b,0.99538493
8fd88dd6,0.0
b48c104e,3.932025e-10
221d500b,2.693768e-06
8f0de087,0.20988962
32342e03,7.7617864e-17
a8da99d8,1.3949151e-28
93203755,0.8899992
d3c88528,0.9999906
0d7a17b3,7.496627e-09
bd72f5ec,1.0
e953c0fd,0.98567957
e730b6c6,0.9959618
c086033a,1.5339617e-09
a521d303,8.128446e-18
b023957a,0.99999934
3e0f04e8,0.00012130661
60647cba,0.5138656
2f5c43a8,0.89601934
b54ba69b,0.9986358
eac962ff,0.9980875
7e2a3763,1.0414081e-14
9362d863,2.8057816e-13
8f1b833c,0.9858513
79727ff5,0.99569553
62614c75,0.9998378
75a03adf,0.9662301
cf138392,0.28507692
bf467a96,0.0011949018
c8b34651,0.9983016
105a5c54,8.515829e-21
bf6de75c,1.0
060702c8,1.0
921bad2c,0.99942404
e0d17eb0,0.46287677
9a3825c9,0.9999428
8eda717f,1.4070944e-21
78906e0c,1.0
c60100ad,0.9999999
90a72a52,0.9315821
d80e4ed4,1.0
339cd0d2,2.7061686e-05
d99de899,0.99616426
357e20d1,0.99999994
a4d190da,0.3259457
bd226217,0.00074826466
476e2771,1.0
4e483506,0.9999897
f70ea081,1.0
4645e56f,1.0
e6d05940,0.9989638
f8b3c6af,0.99994606
c89d6aad,0.9999204
0cb57f6e,1.0
86a4be46,2.3521494e-07
75e62d7e,3.160037e-18
ebc36374,0.9999919
0ebcb731,1.0
24d000c5,3.5303092e-18
f3c9a4f6,0.99999124
1bc59730,1.4656646e-23
47ea0bff,0.99997866
cdeccfdd,4.303819e-16
15e09a1d,1.8445564e-06
00652788,1.1892758e-21
23649c84,2.165614e-25
91188a77,0.94053036
eaca8580,0.99320936
4ce9daeb,0.99975663
d4220673,0.68195105
b6a87aef,0.7031305
8333ebed,4.4203066e-13
950a3453,1.35723125e-11
7074f6c9,0.008908073
98a02caf,5.3197804e-16
59c8d2b3,1.0
d99d13bd,0.99946946
de86f1cf,1.0
8f4b1985,0.9419824
a7779b04,0.9999536
2caeab11,0.0571046
16aeea7c,6.651839e-06
b9d19ab9,0.9998978
29c5d2fd,1.0
efcefa55,1.6647299e-07
099161c3,0.0020553262
12b49195,9.086798e-09
96a1ce13,0.9999616
67964b4f,6.004138e-25
b61c605c,0.99871844
bcfc0f16,2.1593833e-12
bf0cb956,1.175033e-24
12f6aa7d,5.016424e-05
f36f3a0c,5.557707e-18
83490492,0.57964486
e3b62b60,0.99892056
20b27d66,1.0
25c3ce93,0.85553205
67a2ff0b,0.0037903916
9b2d3c1a,1.0
8ad51f7d,1.8570907e-11
14137b57,0.8444458
9ea5aa79,2.483176e-15
5ea1d2dd,3.9811998e-17
979c867e,0.9999896
7ea1e1b6,0.99999833
d65520ba,8.882632e-14
765ad2e2,0.9970635
d2957326,0.99999255
24349e24,1.770387e-05
fd8a2ae3,0.9947532
b282d98e,0.9623544
3eaa7a61,0.97967786
16533dd4,0.93719864
4adb68d7,1.0
565005b9,9.591181e-06
51d86e0c,1.0
30635642,5.280929e-20
d9480a60,3.5077756e-15
b2647128,0.9999953
20478c55,0.99999636
caa0d105,1.1007025e-20
474f4534,0.08409983
d51e3867,0.99991304
e5d1bba7,1.2121438e-07
e7000b2a,0.2863367
78f06b79,1.9738971e-19
8a9f4bee,0.99999994
3d716bbe,0.76552725
6e1ddef1,1.0152759e-05
9826f39a,2.6660935e-10
3fdc82f7,0.7211349
31f013c3,1.0
97a9df6d,0.9999998
10e65294,0.9909508
0bdca1a5,0.41078734
374037fa,1.0
1d1a0cec,0.99964345
d415c5ad,0.93244576
ced1306d,4.043176e-29
f43497f3,0.9998989
ffd13a9e,1.0
6f67148e,0.19013639
be322b68,2.2118779e-16
af209b44,0.0012928379
69b53a4a,0.7645863
4c085180,0.9999591
608cea18,9.100743e-09
f8bebbfd,0.00060809194
ae16855d,1.6947773e-27
dfc700b3,0.99957985
e3bdd9ac,1.0
87a8ea20,3.7431115e-20
3c3da9aa,0.00070390204
76c882d6,1.6901912e-22
9e429645,0.99994916
7dc9c990,0.0
f38d53ef,0.018663093
e1785b6e,4.2591056e-14
80c673fb,0.99070835
a8b8c20b,0.53864706
6a1ff150,0.9999718
2f68d4fe,0.9973671
c462ec65,1.0
c374d5c4,0.1061231
d20769b3,0.0331827
c467fe4d,1.9312331e-20
1356229e,0.9999993
b1532127,0.004810905
3777ee22,1.0
4ba6023f,0.99999946
08504ae6,7.1542485e-12
5e0b4cc5,0.03884619
249a0c1f,0.9913573
24b3497f,0.99962133
9edcf494,1.5576946e-06
53297290,9.136066e-09
6d3a269e,1.0
1b0d38fc,2.7602465e-11
02747427,0.5249553
38867253,1.0
c392dbd0,0.0977419
8939734c,1.6447288e-27
097ba3af,1.4107767e-20
30f0f835,0.9995383
bdab1bcf,0.99930584
1070a984,0.9768326
c41b8a90,0.99999166
86a3b5cc,0.36799133
d0a3719e,1.0
b1a8067b,3.2790678e-19
911bc6aa,0.98765874
67a2d0ac,0.99959517
11447262,0.5447848
12fd1375,2.0903086e-24
f2898538,0.43282104
0e7355e2,2.998771e-10
bc2c87c8,1.0
94001156,1.1266132e-17
d5855224,0.8007154
a3c1a552,0.51210254
edcf54fa,3.457819e-13
a28b90eb,0.8206422
63cd028f,0.0059738457
dbc79657,7.541372e-09
bc856bf1,4.295551e-05
c7e25a70,0.7977943
9771b119,2.5907314e-08
836db0d9,1.1277862e-11
f5685d3e,0.93986166
bb04299d,0.83336794
163a9d23,0.11812259
5283c614,0.0
2276d5d8,0.119378
ccb77e34,1.579864e-18
d4a75bf3,0.9536362
e15f46ea,0.9998449
992a45ba,0.5111239
056e7768,2.481797e-35
a1dc016b,1.0
38db82cd,3.259094e-24
3295f3ae,1.244425e-23
a6ff3660,0.34007436
5981b799,0.99957997
2636d79d,0.045885973
7a8521e2,8.6678276e-23
9b53021d,9.969833e-16
0a37be18,0.93887365
a8676e55,1.0
3488b8fc,0.91516125
b86d4006,0.940444
33888635,1.0
aa9ca5f9,4.8396205e-06
08faf0f6,1.6821544e-14
5320cd26,1.1018491e-36
2c57fdaa,0.98802173
d467ce62,1.0
888a568e,0.9999971
88d6c838,0.99999094
8f138517,0.999993
e1108dc0,3.0291855e-26
9e9cd6c9,1.5883117e-07
ab893af4,3.224229e-20
4d4b30ba,0.60593045
7ce15e26,0.503772
dbc45500,2.2443783e-25
6a0cde3f,0.52898574
2658014c,0.7977936
08d20604,1.7720117e-18
03c83dc9,4.005539e-19
d741ccd1,0.9824621
992d48b6,4.3231403e-37
b1ea3253,0.9999993
da379e69,0.99415594
73b429af,0.99999386
2aefe712,1.0
1e3634f9,0.99903214
069ee09e,0.0010451304
a7970f81,5.286418e-25
23084d2e,1.9154193e-08
ac57710a,0.9998626
02553267,0.19002332
0971c6c7,5.1388163e-13
cdb7f1fe,0.6271414
d3af3f60,4.1219555e-05
59daf44b,0.54133475
c2169934,4.3727363e-05
da03b56e,1.0
474ea404,0.965944
f686cdc4,0.010680671
f865b354,1.7104733e-07
106df554,0.18140271
e5637171,0.0002257338
cba8985c,1.35117025e-17
cc09c9ce,1.7093858e-05
0b85b33f,0.96164954
92f20625,0.9935244
6b1379dd,0.5876875
ed2b1df1,1.0
325124e4,1.2222477e-22
7455c944,4.899114e-22
fd68ccc1,0.9998527
8df9100d,0.31163737
c406df9b,1.8126132e-13
4978870c,2.734817e-32
383f95d6,0.23766896
aba96bbf,5.4828465e-33
6bba66b4,0.0033973092
b86fa0c9,8.0521236e-11
a2abc369,0.19934155
0b40c014,9.187948e-21
d45add48,0.9552946
00193999,0.9460407
c2f1b710,0.75420254
53750c72,2.6432929e-18
3137ef1d,0.99816036
bc6b8e2a,0.0053076274
7cb546c6,1.0
d59a2349,0.9999999
04d04b9a,0.9978133
05ac1343,1.0933766e-13
2917895f,2.201971e-06
342a1d01,0.99477285
78309e4b,0.70944256
5c1a5aba,4.811848e-34
fae57f79,0.96679527
23821d71,0.99915123
5780b19d,4.557726e-13
11c67865,0.08236373
8564f114,0.97280747
ec7d0fdd,0.5180483
9a0446b8,0.0017037432
5f5da69d,0.9729106
7a11839b,8.112995e-06
763c9bbf,4.211752e-13
15a7b5c5,1.3819363e-24
e9c7e251,4.0431674e-18
2555c207,0.5917587
ec8d9784,4.6285828e-20
08fd9d10,0.99999756
9504ae29,3.216948e-17
0b91a24d,0.5397748
e62e6cfe,0.9999992
5d1291bb,0.999983
b3c1f2e7,0.95918447
c6a8db21,0.8391872
f2c137fd,0.98013526
b61e8155,1.7888101e-15
45b9ee35,2.8484246e-08
8fe9c49b,0.99406075
b98ceb09,0.011562679
70c4a435,0.96316606
d953d111,0.001168276
da7de86e,0.9357822
519f8611,0.99993587
75eefdc3,1.0
62412092,0.999985
de8ec010,0.006451289
ee6121f8,6.719097e-10
412b66e0,0.8594404
7405c131,0.55128324
efff4306,0.85402703
5658d679,1.172479e-08
617f88fc,3.9813477e-19
a120100b,0.00013029868
0971369e,0.9999762
83f7fe7b,0.58714634
12437da1,6.839136e-14
8e7f96a5,2.0205796e-07
a08237de,0.0
a013bd6f,0.9735737
c6fdd404,1.0
317e2af4,0.57754815
dd9878c0,0.19422397
42e76a51,1.0
022f77e3,0.99990886
cada3682,0.9998019
53074f1f,1.0
e6c19679,0.0827016
dfb69b8b,4.4915825e-11
e1572941,5.5051805e-06
8d549cd2,1.7182809e-12
6913594d,1.01649475e-05
6e528fd6,0.0013731399
c8b037c7,3.2203862e-17
c3b6c880,0.9997573
9684ac04,1.8464648e-24
6d974acc,0.61664903
57b10462,0.001232739
b2373298,1.1484496e-22
8e946e10,0.14715447
6acee7de,0.12121047
8ad7cc2f,2.5156778e-31
8e6e087e,0.0007262509
c3e46df5,1.4754142e-05
f6983f34,0.999674
8130a3aa,0.016041854
0f11be03,0.0003538248
766073e1,0.6387455
e67f6889,1.0
148a0930,1.02525605e-19
b333ff97,0.9610737
1c148a28,0.93148786
ee0b02d7,0.9986843
fa1c5f6d,1.0
9b12ae1f,1.5793903e-15
3bb60b1b,5.160571e-07
096e7594,0.6577954
ac98996a,5.592388e-20
1b7b9b9d,1.1933117e-09
61b2ac6f,0.98247296
2bd414a8,0.9009998
73d12826,0.0010723909
29f7ec33,2.7230073e-28
265f8aa8,0.9999586
0d6be675,6.815312e-08
a00ecdf6,5.218206e-10
c414328a,5.017561e-26
d47de87e,0.9999031
376f984f,1.0
12a35aa5,0.9983818
8ecfd739,1.6001298e-16
2cbc30f4,0.996055
aa4bdf31,0.021962952
69d18f51,0.9960376
50cd4394,0.8818988
bda732e1,6.800185e-08
8e77e385,0.9978146
49dfd51a,1.0
b0a3e728,0.000932365
518061ec,0.99618477
bb306c8c,0.983463
1b2cf099,4.4382965e-19
e7c405e4,9.5115505e-29
1fc79c9d,6.5997434e-09
3427cd60,0.9999985
8fc604cd,1.0
0981acfd,1.3152082e-37
512e9c5c,0.4435383
ae9f2426,8.584593e-19
a8cd44c8,0.02793042
acac91c3,1.0
35988937,1.0
2a2dd539,0.010863026
3f971e0a,2.2111253e-25
7e09131c,0.38395065
82726c59,0.8507011
ec4c3dbd,0.96432674
2a851255,1.3304749e-34
2cebdab4,0.9998482
013b617b,0.20658006
21a8603a,1.4974076e-07
fe2f2579,0.9998334
df069a3d,0.9999527
595f7f57,0.9932163
081bdb0a,1.1206515e-31
6f8e7b3a,1.788002e-07
d1824fe1,1.1524562e-15
3ddc6778,0.9998525
57e4244d,0.9862236
18e2e176,1.0
7394cdbc,1.0
19821b41,1.813455e-23
12e9563c,1.0
b96c9ed9,1.0
096d9c1b,2.4796007e-06
97454a30,1.0
43b6c5d3,0.9999314
2c58bcc5,2.4374822e-28
0c71dc02,1.0
f7cd79b0,0.99999994
922ec513,1.5557281e-16
561b6b2c,2.4293713e-11
32913f04,0.71406144
77aad507,4.9087106e-22
d62d5a9c,0.06340508
be70bb3d,0.83127326
84920252,0.9958837
b9623d93,0.18527819
ba925eca,0.111121684
181ecadf,0.76029253
6fbcc9e2,0.98722255
57d5b182,0.00031333824
d3013a36,0.020895965
21cafb54,0.5305688
d1a6cc74,5.4416844e-29
c4017d47,7.672147e-25
22e05854,9.825738e-12
7eb53ec8,0.9979292
c77a806d,0.9999988
c114c951,1.0
71495521,5.952089e-20
98bb1260,2.762343e-05
546ec108,0.9986389
78f39102,1.3250839e-29
26b6379a,0.98735344
8cb14c23,3.7017912e-07
75892ee1,7.114665e-23
3d31d65f,0.056104273
30784a7a,1.2845691e-23
efba2a23,1.0
9fcb2c5a,5.3039796e-22
9910ee7e,5.092453e-12
dc97b587,0.99708486
7732ca72,1.4650538e-10
c4bac1f1,0.778334
a80ddf30,1.7030699e-23
fe79c536,6.7683035e-23
84e34259,1.0
7db3b563,0.0
5e946e6e,0.9676983
76881bf4,0.9961092
7c606237,0.9999829
7aa06d7d,0.88976765
0d035cbc,9.124282e-05
0838e69f,0.9999991
f6715e39,0.9999999
499004bb,0.101869226
4cefc9ec,2.5530134e-16
ded95f0a,0.90324235
073112c9,0.68459606
96cb4df4,3.3632653e-25
0962de0b,0.99996984
cea18b7b,1.0
75463cb0,0.9650952
4a59c201,0.96197
29d46646,0.0001558768
e6134ca4,0.019482287
445ae936,0.9945871
420d8dda,1.0
bae1b5b1,0.99979025
9f49327e,0.99946415
18b52f62,1.0
b02bb341,3.1138711e-06
e5be8689,2.762649e-22
b5b85b95,3.237134e-11
b94f72e3,0.9620007
a79114fd,9.940534e-07
502ffafa,1.0
b8e274d7,0.99950886
e37f8f63,1.1090068e-25
c8a5c9d9,0.0010789323
d574bf84,2.7067183e-06
88bc1b71,1.0
3261e3ee,1.0
e65424cf,0.47970167
706d2090,1.0566359e-26
94d4c49c,0.9999975
51ba3d48,8.203548e-06
fdd4c395,5.8656838e-08
12eed563,7.343385e-10
f93627e8,1.0
df51a7cd,0.81720316
c84092af,5.1890867e-05
514a25a2,2.7533781e-08
5d421481,0.75662225
d3859efd,0.9936198
eb024725,0.99999964
0d8537a5,0.0076178103
fe708ff7,0.99466753
1790bbf0,0.9999992
8a30487e,3.675524e-05
70a01d16,0.00011013608
89bb7fca,0.97560495
398c1300,7.966904e-35
41b43c73,0.999998
72d2839a,7.2699775e-05
beeb98cf,2.7491175e-23
c409f194,0.9999611
0c654278,3.818133e-08
fb155295,0.8660399
103d1e1d,0.99999696
6c755ff3,2.5760118e-32
3722a062,0.62715155
90611922,0.79003036
77b432f1,1.0
ccf53246,0.99951327
4c52089f,0.01190196
81e05676,4.7561093e-06
732c51d0,1.9865928e-14
b60c6094,1.0
2e9db48a,0.99992067
68cdc732,7.91558e-14
e1f9dbd9,1.9648453e-18
31fd12b9,0.999998
72bd3e45,0.99998504
84e2f1ab,0.99991876
b4b6d3d0,0.74529624
874d507a,0.90665966
44775bac,0.99998146
83dfaf91,1.0
a9a1cc1e,0.0
227de452,0.0
14519bcf,0.9844642
970a9821,0.9110369
e84230ac,4.654618e-17
550e4ebc,0.8365783
5e98d635,5.555196e-29
667d386b,0.9910706
503fefff,0.99999726
08bcb429,0.9999966
90c293d2,2.6757847e-05
bbc84c36,0.4977461
3facaac6,0.99866337
e8d1bc63,6.4784335e-06
0ba50202,4.8511517e-15
9d947517,9.215033e-31
e084ed8f,2.346365e-15
7051b370,6.10633e-07
910f551e,1.0
8d238915,0.99835414
e7238f30,4.8947355e-25
a658f1ba,0.9937268
0b4e7093,0.9999914
4d59af79,0.99938965
99a7b417,0.9856202
e5798365,2.966012e-17
078c699f,0.814302
b2cd6017,0.7171116
89b3960f,1.0
104d981d,0.99995947
05e410e9,0.9892423
44556da6,0.9990712
207e5145,0.9868533
390ddfc0,1.6208581e-08
2e82728f,0.9999946
4245d2cc,1.2587909e-06
d43a187c,0.7920375
52b60236,4.5764196e-21
cc22996f,3.6110936e-10
bf08f16a,4.896683e-23
47dea2c3,1.0
22ac0bab,0.8853078
49c670ad,3.150861e-05
1040e727,1.0430214e-08
f39933c4,0.98576933
30474ea4,1.0
73978670,0.8699933
527ad437,1.0
78f83e41,0.973515
12921cf8,1.0
b960192b,1.5724781e-10
9dfaf61b,2.887273e-26
cec954d2,2.2485598e-18
00bb437f,0.99999994
06458d98,1.7220341e-16
37ba4455,1.4653955e-09
2feeeaf3,0.9998793
06c83a48,1.6786228e-10
dfe4fd55,2.3331022e-30
0b7fb9da,1.8659757e-36
52d1ae5f,2.9277946e-30
0ef51267,0.9999991
0d9822ce,0.998938
bcad7099,3.5204845e-22
a26a7454,6.688093e-05
93b7cc9d,0.99219227
dcd0ddc6,0.9883116
16655d5c,1.6805945e-05
2a6150ae,0.99965537
601fa9bc,7.0639943e-09
3644a31b,0.99574894
396254ec,0.99998385
b01bf536,0.4980175
ff13313c,7.3190718e-06
18c308c7,0.9862401
50b69cc6,0.00028169274
76bd6e6a,0.99886173
74c587bb,0.99983823
11b26a63,0.9631889
bf2bc384,0.9999999
075634d5,0.0
7b1e388b,1.0901186e-19
8eb02fc2,1.0
5b09ed4a,1.0
371b935e,0.9508893
7a1cbaab,0.87646383
c5c72595,0.99962854
c5ea95c0,4.0021934e-08
a5b61d35,9.290963e-15
2c252c46,9.7096095e-17
7d8e52d9,0.024062442
13fe65d5,0.97991496
